status,old_path,new_path,reason
ready,output_md/z非热门产品/蓝星探险_15年复利6%!全网吹爆的苏黎世瑞盈，我劝你别急着上车！_20260426_185953.md,output_md/z非热门产品/260426_蓝星探险_15年复利6%!全网吹爆的苏黎世瑞盈，我劝你别急着上车！_185953.md,可改名
ready,output_md/z非热门产品/蓝星探险_太平人寿王炸产品，交200万，第6年开始每年14万领终身！_20260426_185952.md,output_md/z非热门产品/260426_蓝星探险_太平人寿王炸产品，交200万，第6年开始每年14万领终身！_185952.md,可改名
ready,output_md/z非热门产品/蓝星探险_央企出品，人民币保单天花板！傲珑盛世深度测评！_20260426_185950.md,output_md/z非热门产品/260426_蓝星探险_央企出品，人民币保单天花板！傲珑盛世深度测评！_185950.md,可改名
ready,output_md/z非热门产品/蓝星探险_爆火！平安能投资海外的保险，到底什么来头_20260503_162152.md,output_md/z非热门产品/260503_蓝星探险_爆火！平安能投资海外的保险，到底什么来头_162152.md,可改名
ready,output_md/z非热门产品/蓝星探险_破纪录！3亿美金天价保单！为什么顶豪这么喜欢买IUL？_20260426_185954.md,output_md/z非热门产品/260426_蓝星探险_破纪录！3亿美金天价保单！为什么顶豪这么喜欢买IUL？_185954.md,可改名
ready,output_md/z非热门产品/长城港险_15年IRR高达6%，苏黎世「瑞Y」彻底藏不住了!_20260427_160005.md,output_md/z非热门产品/260427_长城港险_15年IRR高达6%，苏黎世「瑞Y」彻底藏不住了!_160005.md,可改名
ready,output_md/z非热门产品/长城港险_香港万用寿险悄悄火了！香港永明「永耀II」全解析_20260427_160003.md,output_md/z非热门产品/260427_长城港险_香港万用寿险悄悄火了！香港永明「永耀II」全解析_160003.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年2月27日，香港微蓝保险公司推出储蓄险——GO息宝..._20260426_190020.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年2月27日，香港微蓝保险公司推出储蓄险——GO息宝..._190020.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年3月10日，香港苏黎世保险公司推出储蓄险「瑞盈储蓄..._20260426_190013.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年3月10日，香港苏黎世保险公司推出储蓄险「瑞盈储蓄..._190013.md,可改名
ready,output_md/z非热门产品/香港保险行业资讯_2026年3月2日，香港保诚推出保证分红储蓄险【5年智富】_20260426_190018.md,output_md/z非热门产品/260426_香港保险行业资讯_2026年3月2日，香港保诚推出保证分红储蓄险【5年智富】_190018.md,可改名
